tweet
"@aharring @raiya_zak What A Crime By The Apartheid Regime Of Israel!
The Hague A51Take Note Of This!A53
 Biden Blinken EU When Will You Impose Sanctions On Israel?
Long Overdue!

#FreePalestine

#BDSNOW"
"IOF Close Several Entrances to the Bypass Streets in #Hebron

#FreePalestine
#Palestine
https://t.co/XwqBiB0W0W"
@Pal_action What a sickening industry. Johnson and Starmer both support that hideous regime. Shut Elbit down. Then cut ties with Apartheid state of Israel. #BDS
"Israeli gun boat opened fire yesterday at Rafah beach south of Gaza injured Tala Abu Saud who is trying to have some fun on the beach

Zionists tell you Gaza is not any more occupied 

#BDS https://t.co/EfFKsBXh65"
"A group of self-declared #German cultural leaders has launched a highly publicized campaign attacking and delegitimizing the May 2019 #Bundestag resolution that referred to the anti-#Israel #BDS as a form of #antisemitism. 

https://t.co/cakHtpdaoa"
Nearly 200 scholars back UK lecturer who called Jewish students Israel ‘pawns’ https://t.co/7DWjMIXAnB via @timesofisrael #BDS
"@jeremycorbyn We as Palestinians we thank and appreciate your solidarity with us. ❤️

 #FreePalestine"
"RT @JassemTamim: Dear fellow British Muslim Uni students: 

'You can’t have Islam  Britishness rights &amp; privileges  #FreePalestine  end of Zionism  no #Islamophobia &amp; occupied universities'

#HateOffCampus &amp; #FreeIsrael https://t.co/LUPDRA6VOv"
"@jeremycorbyn A lot of thanks for your solidarity with Palestinians and be confident that your efforts will be highly appreciated.🌸🌸
#Freepalestine 🇵🇸🇵🇸🇵🇸"
"RT @gazaapost: A beautiful #Palestinian woman selling vegetables in the old city of Bethlehem. 🇵🇸

#FreePalestine 
#Palestine https://t.co/aaEuYgbHil"
"RT @LailaPalestini1: You are stronger than you seem  Braver than you believe.
#FreePalestine @LailaPalestini1 https://t.co/6ShaWaTrXJ"
"From Palestine all love and respect for your honourable attitudes for Palestinians. May all people are brave and honest as you are
#Freepalestine 🇵🇸🇵🇸🇵🇸"
"From Gaza a lot of thanks for supporting Palestinians in their conflicts.
#Freepalestine 🇵🇸🇵🇸🇵🇸"
"RT @IrishUnity: Israel  in the middle of a global pandemic  has destroyed Irish aid to a Palestinian village  home to 60 people  half of them children. 

This is beyond disgusting BUT Ireland will continue to send aid  and we will always stand with Palestine 🇮🇪🇵🇸

#FreePalestine https://t.co/lXQb2ETmPr"
"RT @ShurrabRawand: Photos of Al-Aqsa mosque and the Dome of the Rock covered with snow. 😍🙏
#Palestine #Jerusalem 
#Freepalestine 🇵🇸🇵🇸🇵🇸🇵🇸 https://t.co/Sni5JvRXoV"
"Keep shouting
""Boycott  Divestment  and Sanctions""‼️

#BDS 👍

Pro-Palestine groups in Britain has now teamed up with a global environmental movement which uses nonviolent civil disobedience in order to exert pressure on govs and authorities.
https://t.co/cERUP2raLi
Feb. 27  2021 https://t.co/JhM7r6CuKW"
"RT @178kakapo: Keep shouting
""Boycott  Divestment  and Sanctions""‼️‼️

#BDS
#UnitedAgainstRacism

❝
I broke a window but it's nothing compared to Elbit's drones bombing Palestinian homes &amp; killing entire families says activist #ShutElbitDown
v. Pal_action/3 hs ago
https://t.co/6mJpMJuDGu"
"""RT @Gaelforceartist: Let them shoot us in the head 
My blood will grow roots
and will blossom. #VisarZhiti #GazaUnderAttack #FreeGaza http://t.co/aW7tIbNwQS"""
" @dfatirl @DFAPeaceSupport @simoncoveney @IrlRepRamallah @EmbassyTLV Supporting Israel and being peace minded is a paradox becauae Israel is an apartheid entity which means that it lacks the legitimacy of being a state to make agreements  or even it lacks the legitimacy of existence.
Shame on you!
#FreePalestine 🇵🇸🇵🇸"
"RT @178kakapo: Arrested they seem to symbolize the conscience of the international community 👍

#BDS
#Act4🇵🇸
#Sanction2🇮🇱

❝
All rooftop arrestees [charged with rightly shutting down Israeli arms factory Elbit in Shenstone] bailed released &amp; joyous #ShutElbitDown
v. Pal_action /3hs ago https://t.co/evVBPRUPcC"
"RT @PalMissionUK: Really? So the people who are discriminated against in law and practice and live under military occupation are the bigots? Think again  Representative!
#FreePalestine #HoldIsraelAccountable #EndAllRacism #EducateYourself
https://t.co/OyndvMNyUC"
"RT @178kakapo: #BDS 👍

❝
Activists hit Elbit's London landlords Jones Lang LaSalle who profit directly off the back of Israel's war crimes #ShutElbitDown #EvictElbit https://t.co/VIbRaWRWIu
v. Pal_action/23 hs ago"
" @UKUN_NewYork @dfatirl @DFAPeaceSupport @simoncoveney @IrlRepRamallah @EmbassyTLV You mean that Israel interested in peace!64:64 so why its forces suppress the Palestinian journalists!
Because Israel wants to keep its truth from getting out as Israeli forces commit daily a lot of brutal crimes which make Palestinians live in the worst circumstances.
#FreePalestine"
" Pro-Palestinian advocacy is antisemitism: normalizing/mainstreaming blood libels to create  hatred of Jews as demonic so that Jewish suffering ( Palestinian blood lust/revenge threats of annihilation #BDS etc) will be met with indifference.

Let @marclamonthill dare deny it."
@UN when do you move from “condemnation” to “Action” #BDS https://t.co/HzRr7OJMXK
"Love running into Azeri bot accounts repping the Israeli flag emoji while having #FreePalestine in their bios.

The irony software update is still pending for them."
"RT @swilkinsonbc: The UN is still failing to make the link btw'n humanitarian deprivation and israel’s colonial violence &amp; its illegal settlement expansion #BDS https://t.co/kgkrO32hIL"
RT @swilkinsonbc: As Facebook bans Middle East Monitor staffer it's clear the platform has been hijacked by groups driving an anti-Palestinian agenda #BDS https://t.co/Z388ii5ceP
"Now imagine genocide being part of that discourse - and the Twitter “left” actually being the side denying it. 

They’re still trying to identify remains of mass graves... 🙄

#FreePalestine 
#ForgetSrebrenica
#FuckKosovo
#NevermindUighurs
#ChinaCool
#PutinBased 

I can’t even 🤬 https://t.co/hf5NDz0Y79"
"RT @swilkinsonbc: The Palestinian ppl have a right to an independent viable sovereign state says Jordan's king: occupation &amp; peace cannot co-exist #BDS https://t.co/WmnKeqJDSP"
RT @swilkinsonbc: As expected Israel extends Sheikh Salah's solitary confinement for another six months despite completing his 6-month sentence #BDS https://t.co/aknkcwIBUm
"RT @swilkinsonbc: London-based law firm has been hired to prosecute the British gov't over the Balfour Declaration &amp; Britains role in the catastrophic #Nakba https://t.co/WTQrINOwlb"
@AJCGlobal @MWLOrg_en Groups that support apartheid war criminal Israel only show these things for the propaganda value. #FreePalestine #BDS
@gera_ehud @GayDifferent @AJCGlobal @MWLOrg_en Your tweet amounts to group punishment. You want all Palestinians to suffer for something you really don’t even care that much about.  #FreePalestine #BDS
" @UKUN_NewYork @dfatirl @DFAPeaceSupport @simoncoveney @IrlRepRamallah @EmbassyTLV How will peace be with those killers!? 
Israel has killed more than 3.000 Palestinian children since 2000.
Shame on you!
#Freepalestine 🇵🇸🇵🇸🇵🇸 https://t.co/CtTkFTjxdt"
"#Israel is denying #CovidVaccines to #Palestinians as part of its pursuit of #EthnicCleansing &amp; #genocide in illegally occupied #Palestine — yet another compelling reason to support #BDS to #SaveGaza &amp; #FreePalestine from #ApartheidIsrael~! 

https://t.co/hVHbNHHcMA"
" @UKUN_NewYork @dfatirl @DFAPeaceSupport @simoncoveney @IrlRepRamallah @EmbassyTLV Since the existence of Israeli apartheid regime in Palestinian territory! it has demolished nearly 170.000 Palestinian homes and you say peace!?
#Freepalestine 🇵🇸🇵🇸🇵🇸"
"@Davidlaz @CCCriminalcops British and American bankers funded Hitler's gas chambers in order to create a pretense to affect the Balfour Declaration with the specifoc intent of forming a militarised client state in the oil fields of the middle east.

They wnt to erase this from history.

#BDS https://t.co/xQSn6yeM3B"
"This condemnation is meaningless without sanction against #apartheid #Israel for its crimes against the #Palestinian people. #BDS 
Ireland condemns Israeli destruction of Bedouin homes in West Bank https://t.co/2J9T2Rgx0C
#OccupiedTerritoriesBill"
"Israel shoots at Palestinian farmers in eastern Gaza while its ""navy"" fires on fishing boats &amp; tries to sink them with water canons #BDS https://t.co/32Nko61z53"
"RT @DanielCollins85: The people of Derry and Ireland stand with the people of Palestine. ✊

#GreatReturnMarch #Palestine #Palestinians #Gaza #GazaReturnMarch #PalestineLandDay #GazaStrip #RightOfReturnMarch #RightOfReturn #Israel https://t.co/Q1zcjVWlrk"
Israel needs to knock off the apartheid ethnic cleansing and genocide. And share the vaccine with the Palestinian People #BoycottIsrael 🇵🇸 https://t.co/LYdRZBOJbL
"RT @AlRawand3: A Palestinian child plays in the snow that fell in the courtyards of Al-Aqsa Mosque. ❄🌻😍💫
#freepalestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 https://t.co/3WMwmRvGS0"
"#BDS 

#Act4Palestine🇵🇸

❝
The message is clear: none of us will stop direct action against Israeli war criminals Elbit until it's shut evicted &amp; shamed
#ShutElbitDown 
v. Pal_action/4 hs ago
https://t.co/8zvcljSMyL"
 @UKUN_NewYork @dfatirl @DFAPeaceSupport @simoncoveney @IrlRepRamallah @EmbassyTLV You must boycott israeli apartheid. By meeting with Israelis you are legitimising/whitewashing the status quo. Israel wants this. #BDS is the effective way.  South Africa's history confirmed this. Israeli Forces have killed more than 3.000 Palestinian children since 2000.
"RT @Amera24680: @irishmissionun @UKUN_NewYork @dfatirl @DFAPeaceSupport @simoncoveney @IrlRepRamallah @EmbassyTLV This Israeli occupation does not know what the word peace means. it continues with his crimes and hides behind the word peace without its meaning. You must boycott 'Israel' and impose deterrent penalties to end its crimes against the Palestinians.

#IsraeliCrimes 
#FreePalestine https://t.co/rGhmuEA1az"
Irelan Estonia Norway + permanent members of the Security Council the UK and France + former members Belgium and Germany have issued a statement condemning the recent destruction of homes in Humsa Al-Bquai’a https://t.co/VOmx69mdKG #ApartheidIsrael #BDS #PalestineSoldarity
"15 years after BDS was launched #BDS actions are more urgent than ever. Israel is intensifying its gradual ethnic cleansing of Indigenous Palestinians choking us in shrinking Bantustans.

Here are 15 ways you can stand in solidarity with Palestinians ➡️ https://t.co/HJYrTuHo1f https://t.co/ipozhHJclI"
@ninafreedman1 Yet #BDS and criticism of Israel is trying to be silenced in Universities by them who are sympathetic towards Israel which is totally unacceptable. Free speech cannot be allowed to die.
RT @snowy_says_ciao: @StewartMills @downbytherive20 @P3ng1z @Daniel85401173 @mikepfarmer @TopRantKing @HillsHaveEyes02 @garybkatz @creditlesscard @Rasputinish @HebMacMan @makjob786 @AdamG182006 @AsherBenAron1 @zodluc @EBluemountain1 @MountTzion @Rebecca__Dublin @Storey2Bob @TheZionist3 @bklynymk @NKippur @AmpKravMaga @LexiBardot1 @worIdwatch @CharlieLoo7 @passtheduchi @HappyManor @EnLiEretzAheret @AaIsrael2 @KeithRice17 @Catheri74731631 @Illumination100 @wildpinkrabbit @PUAM_info @ZorroPachy @JohnnyYoussef7 @Nili14uk @andre_vegte @akruidhof12 @tomer_ilan @docbegel @Zimmlaw175 @vafairman @mrpeabody @grantygordon @GlennRoss @ConversationUK @IDF What hurts the Palestinian cause is the ongoing relentless egregious criminal regime named Israel !! It’s unbelievable the world wide government support for USRAEL !! #USA #Israel #GazaUnderAttack #ThisIsZionism #FreePalestine #idf #IsraeliTerrorism #IsraeliCrimesAgainstHumanity https://t.co/RQ57bWgd5V
 Are you including CPAC this week in your #CancelCulture lament Bill Maher? Are you including Zionists trying to Cancel Culture Palestinian voices and #BDS? If not STFU
"RT @BDSmovement: Israel’s detention of Palestinian political prisoners has always been unjust and illegal. Now #COVID19 poses an unprecedented threat to their lives. They must be released from apartheid Israel’s jails.

#BDS campaigns aim to pressure Israel to respect Palestinians’ basic rights. https://t.co/ye22cHSNPr"
Remember to keep the Lord’s nation  in your prayers ❤️ #FreePalestine.
"Actions for #freedom #equality and #world_peace should be appreciated 

#BDS
#Solidarity4🇵🇸

6 ppl have been arrested after a rooftop protest at a factory which pro-Palestinian activists have claimed supplies engines for Israeli military drones.
https://t.co/kW8XcNnNXW
Feb. 23"
"Hypocrite how about east Jerusalem west bank and goland hight or should i say Golan trump?

#FreePalestine 🇵🇸 #ApartheidIsrael"
"#FreePalestine 
if you disagree you can unfollow me i don't want any zionists hon✨"
UNSW History Professor under pressure to reject Israeli award / Eminent international researchers are calling on an Australian historian to refuse a controversial Israeli award. In a highly unusual instance of global... #BDS https://t.co/rEOm7eN0MA
"RT @dublinactivist: ""Shooting a Palestinian child is considered less severe than shooting a stray dog  for which there’s still a chance someone will do some investigating.

The IDF spokesman announces: Continue to shoot Palestinian children.""

#BDS
#GroupPalestine
https://t.co/W8tWNc4rHT"
"RT @johnbradysf: I’d image Israel will take immediate action &amp; stop all their demolitions &amp; settlement expansions  just like they have done following all the other statements. This will fall on deaf ears. Immediate action is needed. Time to support the OTB #BDS https://t.co/tcIF3b9Ie1"
"Follow me for more news about #Palestine and #Gaza_Strip. And ask your friends to follow me so we can spread the truth all  over the world ! 
 🇵🇸🇵🇸🇵🇸👇👇👇🇵🇸🇵🇸🇵🇸
@RooalAnwar 

#Gaza ✌ #Palestine 🇵🇸 
#free #Freedom #FreePalestine 🕊"
@MicheleSabra @LimJahey2 My extended family wasn’t exterminated by the Nazis so that you could use their martyrdom to sanctify your repulsive project of settler-colonialism and genocide. #FreePalestine
RT @codepink: Friendly reminder that pointing out the atrocious reality of Israeli medical apartheid does not make @nbcsnl antisemitic. #IsraeliVaccinationApartheid #FreePalestine @ArielElyseGold https://t.co/1hkGGC38RP
"Now you understand why any human being  who still have an ounce of humanity within them  will never recognise #israel as a legitimate entity  as it was based on #EthnicCleansing and its continued #apartheid-style existence is an affront to the international order.
#FreePalestine https://t.co/7LK9nLzYD2"
"RT @ma000111: 🇵🇸 #FreePalestine 

by @redfishstream
·

From #Gaza to Italy. A young #Palestinian girl plays a version of the #Italian resistance song ""Bella Ciao"" with her father on the Qanun and the Oud. 

https://t.co/tHugtAg0o4"
"@CentralBylines #JCB challenged over machinery #Israel used to demolish #Palestinian homes. #BDS
https://t.co/gCFvOIjUsE"
"Your friend  @netanyahu  is some piece of fascist work  minister @simoncoveney @dfatirl.

Is @FineGael finding it difficult to part from its #BlueShirt legacy  HM @LeoVaradkar? 

Jonathan Sugarman
#Ireland 
#Jews for #FreePalestine #Gaza https://t.co/t3NV5L9vIE https://t.co/zwWwyy2hYL"
"2/2
""The donations will go to nations like the Czech Republic and Honduras that pledged to move diplomats to Jerusalem. Critics say Israel has an obligation to inoculate Palestinians under its occupation.""

#ICC4Israel 
#IsraeliApartheid 
#BDS"
"""In 2010  #Reut advocated for Israeli spy agencies to “sabotage” #BDS as part of an “attacking” strategy.
... The new report repeats key themes of the earlier document: it smears the Palestine solidarity movement as fostering anti-Semitism ..."" https://t.co/NMR25JkrVS"
"Report prepared by the ADL (""Apartheid Defense League"" more accurately named) about failures to combat #BDS.

The temerity of that organization to claim it is ""Anti Discrimination"" when it does this is unbelievable.

https://t.co/x2GfR5u0BG"
"""...attacks [against #BDS activists clamoring for Palestinian equality] may include “defamation campaigns  harassment and threats to the lives of activists” as well as “infringing on and violating their privacy.”

https://t.co/x2GfR5u0BG"
"RT @PalMissionUK: This is not diplomacy. This is corruption.
#FreePalestine #HoldIsraelAccountable #VaccineDiscrimination @telegraph
https://t.co/HCtNtqMRDe"
"RT @hzomlot: Just when you thought it couldn’t go lower. Vaccine bribery!

#FreePalestine #HoldIsraelAccountable #VaccineDiscrimination  https://t.co/C3tDnWHp6p"
Given the fact there is so much unrest in #Palestine in the last 50 yrs or so  why hasn't the UN sent in troops to calm things. Are the UN moderately compliant in a round about way to Zionism? #FreePalestine #BDS #free_palestine https://t.co/evcqLiurVy
"RT @SamyahJubran: @SecBlinken Thank you  Mr. Secretary for being against illegal occupation and annexation.  Russia and Israel (among many others) need to comply with international law.  
#FreePalestine ✌️🇵🇸"
@MikeyDarwishDJ Our right for queer and Palestinian liberation from European colonisation and oppression is not a joke. Shame on you. Where are your Jewish values? Where is Tzedek Tzedek Tirdof? Where's your Tikkun Olam? #FreePalestine
"RT @middneews: What is #Israel looking for ???? A war  or Anything to keep the option of the war alive.
#MiddleEast 

https://t.co/xyb685k2Uj  
@AJEnglish #BDS @middneews https://t.co/18ugI42RMM"
"#FreePalestine🇵🇸
#SaveGaza🇵🇸

Is this what americans call ""peace makers"" this is ridiculous how do people support this ??
@Defenseurdroits
@amnesty @ONU_fr @UNOCHA_fr @ONUFemmes @FoxNews @BBCWorld @FranceONUGeneve @courrierinter @cnni @humanite_fr @mdiplo 
https://t.co/1EgPvjtEQ6"
"Example of #Israel's lobby at work - attacks on Sanders &amp; followers - ""Zionist strategy devoted to targeting #BDS  as explicitly stated more than 10 years ago at the ‘Global Forum for combating Antisemitism’ &amp; subsequently by ‘The Reut Institute’."" https://t.co/XraShvLqZv"
"RT @BDSmovement: By 2019  14 years after the #BDS movement's launch  50+ North American colleges had passed divestment motions re Israel.

Over 31 years  168 N. American colleges passed motions to divest from apartheid South Africa  showing importance of student activism. https://t.co/xOig6v1X4I"
"@mishtal @IreadMad Eat shit.
Zionism is the shame of Judaism.
#ApartheidIsrael must be stopped.
#BDS"
" IsraeHell was created on the dead bodies  of innocent Palestinian men women and children   .... 

#FreePalestine https://t.co/9Sg7O3AE8q"
"RT @MomentumCV: Israel is an apartheid state.
Pass it on. 
#StarmerOut #UnitedNations #C4News #FreePalestine #BDS 

UN: Israel *intentionally* murdered 189 Palestinians including children  the disabled  journalists &amp; paramedics and injured 6 106.
https://t.co/fLIEm00HuZ
https://t.co/cQRUnl3whJ"
"

I love it when the #Israeli regime's Hasbara spew out loads of nonsense false news &amp; truth twisting to 'rubbish' #BDS as it proves #BDS is making an impact.

You state "" 'Most' #Palestinians are opposed to BDS "" - which is total rubbish.A75"
"RT @ali_al_dahab: عينت #الإمارات سفيرا لدى الكيان #الإسرائيلي، ملحقة المزيد من الأذى بالقضية الأولى للأمة، قضية #فلسطين،  وتهميش للمبادرة العربية للسلام التي تبنتها #السعودية في عهد الملك عبدالله.
ما تنتهجه الإمارات من سياسات خارج الإجماع العربي يشير إلى أنها باتت خطرا مرادفا لدولة الكيان بل أكثر."
"RT @aa_arabic: #فلسطين.. حملة تغريد ضد المحاكم العسكرية الإسرائيلية 
ذكرت مؤسسة الضمير لرعاية الأسير وحقوق الإنسان (غير حكومية)، أن الحملة انطلقت تحت هاشتاغ (وسم):"" #AgainstMilitaryCourts #ضد_المحاكم_العسكرية"".
https://t.co/ViL89wp81y"
"RT @RanaKabbani54: اهلي في رحلة عائلية الى #روما عام ١٩٧٩، حيث التقينا معهم انا و المرحوم زوجي.
#محمود_درويش هو من التقت هذه الصورة الجميلة، على #كاميرا 'پولورويد' قديمة.
#دمشق #سوريا 
#فلسطين https://t.co/Uuj5TT2OQ4"
"RT @abu_ali_2030: القيادة الفلسطينية تؤكد وقوفها إلى جانب المملكة العربية  السعودية بمواجهة أية تحديات تحاول النيل من استقرارها وأمنها. 

#السعودية #فلسطين 🇵🇸 🇸🇦"
"RT @mohammedddaya1: وفي القُدسِ حكايات وروايات عنوانهم اطفالُها♥️🌿

#فلسطين #القدس https://t.co/APJ4i8JMIO"
"RT @BeshooNassar: يا عمي نيال اللي دمو فلسطيني، وأرضو وبلدو فلسطين و الله يلعن الاحتلال 🇵🇸
#فلسطين 💙 https://t.co/WXSk3k1NPn"
"وتطير الطيور فوق المدينةِ متجاوزةً ألف قفص، وألف محتل!
وتغرّد للحريّة رغم طيرانها ،وعلى بُحّة صوت المآذن.

#صباح_الخير 🌸
#فلسطين ❤️ https://t.co/KXYPIPYDWm"
"RT @qudsn: دفعُ النساء أرضًا، اعتقالاتٌ وإصاباتٌ وهمجيةٌ.. الاحتلال يقمع بوحشية ""جمعة الغضب"" ضد الجريمة في أم الفحم بالداخل المحتل.

#فلسطين https://t.co/tKg1mQwU6y"
"RT @eyad1949: #عمارة #فلسطين #إسرائيل

بقايا مجرى الماء الروماني الأثري في #قيسارية، على الساحل الفلسطيني بين #حيفا و #يافا https://t.co/2EuynvvsLh"
"@aalodah يضع يده مع الاحتلال ضد #فلسطين والشعب الفلسطيني وليس الضفة وغزة فحسب.
رحم الله جمال خاشقجي، وفك الله اسر الشيخ سلمان العودة وكل السجناء المظلومين المقهورين .."
